date,SP500,VIX,TNX,SP500_return,VIX_return,TNX_return,sentiment_mean,sentiment_std,headline_count,pos_prob_mean,neg_prob_mean,neu_prob_mean,pct_positive,pct_negative
2018-02-15,2731.199951171875,2.8910000324249268,19.1299991607666,1.2069112762299383,-0.7552376786788773,-0.6749795772083567,0.4,0.5477225575051661,5.0,0.5085784,0.031012371,0.46040925,40.0,0.0
2018-02-16,2732.219970703125,2.877000093460083,19.459999084472656,0.03734693722488025,-0.4842593845666876,1.7250388822956486,-0.25,0.5,4.0,0.13417742,0.25526217,0.6105604,0.0,25.0
2018-02-20,2716.260009765625,2.8929998874664307,20.600000381469727,-0.5841389459353419,0.5561276846225427,5.85817754691822,0.0,1.4142135623730951,2.0,0.27903244,0.62522995,0.09573754,50.0,50.0
2018-02-21,2701.330078125,2.943000078201294,20.020000457763672,-0.5496503128179286,1.7283163733079698,-2.815533558085659,0.0,0.0,1.0,0.02299048,0.087517776,0.88949174,0.0,0.0
2018-02-22,2703.9599609375,2.9170000553131104,18.719999313354492,0.09735510790762625,-0.8834530138400187,-6.493512061359841,-0.3333333333333333,0.5773502691896258,3.0,0.11496139,0.36166504,0.52337354,0.0,33.33333333333333
2018-02-23,2747.300048828125,2.871000051498413,16.489999771118164,1.602837635051313,-1.5769627337137493,-11.912391154018309,0.0,1.4142135623730951,2.0,0.4779743,0.37567317,0.14635246,50.0,50.0
2018-02-26,2779.60009765625,2.8589999675750732,15.800000190734863,1.1757015343810906,-0.41797574740818355,-4.184351667437969,0.0,0.0,2.0,0.12076845,0.027892144,0.85133946,0.0,0.0
2018-02-27,2744.280029296875,2.9079999923706055,18.59000015258789,-1.2706888443829278,1.7138868608345126,17.658227393497672,-1.0,0.0,1.0,0.053787295,0.60907763,0.33713514,0.0,100.0
2018-02-28,2713.830078125,2.868000030517578,19.850000381469727,-1.1095788639207016,-1.3755145102465893,6.777838722644836,-0.2,0.8366600265340756,5.0,0.15879622,0.3854434,0.4557604,20.0,40.0
2018-03-01,2677.669921875,2.803999900817871,22.469999313354492,-1.3324399541987275,-2.231524721711986,13.198986808738677,0.5,0.5773502691896257,4.0,0.48960677,0.11218148,0.39821178,50.0,0.0
2018-03-02,2691.25,2.8570001125335693,19.59000015258789,0.5071602744632031,1.8901645360343666,-12.817086109366038,-1.0,0.0,2.0,0.21723054,0.71505153,0.06771787,0.0,100.0
2018-03-05,2720.93994140625,2.88100004196167,18.729999542236328,1.1032026532745043,0.8400394988720361,-4.389997976788962,0.0,0.0,2.0,0.05693478,0.04570609,0.89735913,0.0,0.0
2018-03-06,2728.1201171875,2.877000093460083,18.360000610351562,0.2638858606169414,-0.1388388907784699,-1.975434815416921,0.16666666666666666,0.752772652709081,6.0,0.23573582,0.2868391,0.47742507,33.33333333333333,16.666666666666664
2018-03-07,2726.800048828125,2.882999897003174,17.760000228881836,-0.0483874720566102,0.2085437382059574,-3.267975825291858,-0.3333333333333333,0.5773502691896258,3.0,0.038860705,0.3347981,0.62634116,0.0,33.33333333333333
2018-03-08,2738.969970703125,2.865999937057495,16.540000915527344,0.4463078207817217,-0.5896621766566801,-6.869365414593254,-0.3333333333333333,0.5773502691896258,3.0,0.14535575,0.32281873,0.53182554,0.0,33.33333333333333
2018-03-09,2786.570068359375,2.8940000534057617,14.640000343322754,1.737883151892694,0.9769754697557476,-11.4873063303214,-0.3333333333333333,0.5773502691896258,3.0,0.10191196,0.18744944,0.7106386,0.0,33.33333333333333
2018-03-12,2783.02001953125,2.869999885559082,15.779999732971191,-0.1273985129042532,-0.829307788658662,7.786880894223391,0.0,0.7071067811865476,5.0,0.11569569,0.2755819,0.60872245,20.0,20.0
2018-03-13,2765.31005859375,2.8480000495910645,16.350000381469727,-0.6363576551088879,-0.7665448378138873,3.612171471128467,0.0,0.0,4.0,0.047045153,0.080131546,0.8728233,0.0,0.0
2018-03-14,2749.47998046875,2.816999912261963,17.229999542236328,-0.5724521948562322,-1.0884879490628108,5.382257738439855,-0.3333333333333333,0.5773502691896258,3.0,0.07353741,0.3506243,0.5758383,0.0,33.33333333333333
2018-03-15,2747.330078125,2.8259999752044678,16.59000015258789,-0.0781930531963182,0.3194910622229319,-3.7144480943228753,0.0,0.0,2.0,0.021470234,0.07098741,0.90754235,0.0,0.0
2018-03-16,2752.010009765625,2.8480000495910645,15.800000190734863,0.1703447167811456,0.7784881309139013,-4.76190448816719,0.0,0.0,1.0,0.024987238,0.22635807,0.74865466,0.0,0.0
2018-03-19,2712.919921875,2.8450000286102295,19.020000457763672,-1.4204195388793028,-0.10533781350410276,20.379748279477994,-0.5,0.7071067811865476,2.0,0.02735866,0.45702976,0.5156116,0.0,50.0
2018-03-20,2716.93994140625,2.878999948501587,18.200000762939453,0.14818054520648882,1.1950762583284202,-4.311249606145551,0.0,0.0,3.0,0.09412699,0.04418968,0.8616833,0.0,0.0
2018-03-21,2711.929931640625,2.9070000648498535,17.860000610351562,-0.18439898833508828,0.9725639753081383,-1.8681326282152133,0.0,0.0,3.0,0.16474454,0.026223945,0.8090315,0.0,0.0
2018-03-22,2643.68994140625,2.8320000171661377,23.34000015258789,-2.5162888405856454,-2.5799809429171594,30.683087093850105,0.0,0.0,2.0,0.09404057,0.028351396,0.87760806,0.0,0.0
2018-03-23,2588.260009765625,2.8299999237060547,24.8700008392334,-2.096688071186603,-0.07062476864263534,6.555272821949254,-1.0,0.0,1.0,0.08052732,0.6951041,0.22436866,0.0,100.0
2018-03-26,2658.550048828125,2.8429999351501465,21.030000686645508,2.715725576151251,0.4593643743660447,-15.440289597940582,0.0,1.0,3.0,0.33700094,0.35878217,0.30421683,33.33333333333333,33.33333333333333
2018-03-27,2612.6201171875,2.7860000133514404,22.5,-1.7276308813847896,-2.004921670731441,6.990010772029942,0.0,0.0,2.0,0.07620022,0.017659819,0.90613997,0.0,0.0
2018-03-28,2605.0,2.7750000953674316,22.8700008392334,-0.291665716625622,-0.39482835359990753,1.6444481743706607,-0.6666666666666666,0.5773502691896258,3.0,0.036906317,0.64096445,0.32212925,0.0,66.66666666666666
2018-03-29,2640.8701171875,2.740999937057495,19.969999313354492,1.3769718690019195,-1.2252308879807328,-12.680373500047992,0.0,0.816496580927726,4.0,0.254663,0.29007196,0.4552651,25.0,25.0
2018-04-02,2581.8798828125,2.7320001125335693,23.6200008392334,-2.2337423560165104,-0.32834092413687177,18.27742439349034,-0.5,0.5773502691896257,4.0,0.07041741,0.4406098,0.48897275,0.0,50.0
2018-04-03,2614.449951171875,2.7839999198913574,21.100000381469727,1.2614865848792123,1.9033603666130494,-10.668926199096019,0.16666666666666666,0.752772652709081,6.0,0.29994226,0.18096906,0.5190887,33.33333333333333,16.666666666666664
2018-04-04,2644.68994140625,2.7880001068115234,20.059999465942383,1.156648273982852,0.1436848791404488,-4.928914202488288,0.0,0.0,2.0,0.02914818,0.06389895,0.90695286,0.0,0.0
2018-04-05,2662.840087890625,2.8320000171661377,18.940000534057617,0.6862863657553842,1.578188976647299,-5.583245073292675,0.75,0.5,4.0,0.6139458,0.020026585,0.3660276,75.0,0.0
